cat1,cat2,cat3,contentsid,contenttype,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,sigungucode,tel,title,address,summary,accomcount,chkbabycarriage,chkcreditcard,chkpet,expguide,heritage1,heritage2,heritage3,infocenter,parking,restdate,usetime,like_count,review_count,tag
자연,자연 관광지,산,1945768.0,12.0,http://tong.visitkorea.or.kr/cms/resource/48/3035448_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3035448_image3_1.jpg,Type1,126.3684394,33.2528413,서귀포시,,군산오름,제주특별자치도 서귀포시 안덕면 창천리 산 3-1 (군산오름주차장),"군산오름은 서귀포의 해안에 위치한 난드르마을을 병풍처럼 에워싸고 있는 오름이다. 난드르란 넓은 들판(대정)을 의미하는 말이다. 화산 쇄설성 퇴적층으로 이루어진 기생화산으로는 제주도에서 최대 규모다. 정상에는 용머리의 쌍봉 모양처럼 솟아오른 두 개의 뿔바위가 있으며, 동남 사면에는 애기업게돌 등 퇴적층의 차별 침식에 의해 형성된 기암괴석이 발달해 있다. 
길이 포장되어 있어 쉽게 오를 수 있으며, 걸어 올라갈 시 30분 정도 소요된다. 정상에서는 한라산부터, 중문관광단지, 마라도, 산방산까지 서귀포 일대를 전망할 수 있다. 특히 동쪽 해안에서 떠오르는 일출의 풍경이 장관인 것으로 알려져 있다. 탐방객과 동네 주민의 방문이 점차 늘어남에 따라 탐방로 근처엔 운동 기구 등의 시설물이 설치되어 있다. 맑은 날에  한라산이 정상 부근까지 또렷이 보이고 넓게 펼쳐진 대정 뜰도 색다른 볼거리이다. 중국 곤륜산이 이곳으로 옮겨왔다고 하기도 하고, 어떤 이는 중국에 있는 서산이 옮겨온 것이라고 하여 처음에는 서산이라 부르다가 그 모양이 군막과 같다고 하여 군산이라 부르게 되었고 하며 제주도에서 차로 오를 수 있는 오름 중의 한 곳이지만 가볍게 걷기 좋은 장소로 추천되는 곳이다.",,불가,불가,불가,,N,N,N,064-740-6000 (제주관광정보센터),있음,,상시,0.0,1803.0,"['자연', '오름', '산책', '한라산', '산방산', '일몰', '등산', '힐링']"
인문(문화/예술/역사),휴양 관광지,관광단지,1957971.0,12.0,,,,126.4961419,33.3911586,,,제주도 관광특구,제주특별자치도 ,"한반도의 남서해상에 위치하는 제주도는 특별자치도로 지정된 국내 최대의 관광 지역이다. 전 지역이 관광특구로 지정될 만큼 발길 닿는 곳마다 아름다운 자연 경관이 펼쳐진다. 내외국인을 합쳐 한 해 약 1,500만명 이상의 관광객이 다녀갈 정도로 매력적인 이 섬의 크기는 남북으로 31km, 동서로 73km에 이른다. 유네스코 3관왕(세계자연유산, 세계지질공원, 생물권보전지역) 지역이며, 세계7대자연경관 지역으로 지정된 제주도는 온대 지방의 특징을 가진 한반도의 육지와는 다른 기후대에 자리했다. 덕분에 아열대에서 아한대에 이르는 제주만의 식생을 보유했다.
제주도의 색다른 자연은 이 섬을 찾은 여행자들의 발길을 붙잡는다. 섬 한가운데 우뚝 솟은 한라산과 산기슭에 솟아 오른 크고 작은 오름이 만들어 내는 풍경, 해안에 펼쳐진 주상절리는 화산섬 제주도를 대표하는 풍경이다. 바다에서 한라산을 향해 오르다 만나는 중산간 지역은 자연이 주는 선물이다. 제주세계자연유산센터가 있는 거문오름을 찾아 중산간의 자연을 탐방하는 것도 좋다. 제주의 방언과 생활풍습도 이색적이다. 해안선을 따라 이어진 182km의 일주도로는 자동차는 물론 스쿠터나 자전거를 타고 달리면 좋다. 도보길인 ‘제주올레’를 따라가면 걸어서 제주도를 한 바퀴 돌 수 있다.제주도는 ‘국제관광도시’ ‘국제자유도시’ 라는 이름에 걸맞게 관광은 물론 정치·경제에서도 육지의 자치구들보다 자유롭고 다양한 정책을 펼치고 있어 외국인들에게도 인기 있다.

* 제주도 관광특구 현황
1) 범위 : 제주특별자치도 전역(부속 도서 제외)
2) 면적 : 1,809.56k㎡
3) 관광특구 지정일 : 1994년 8월 31일

* 제주도 관광특구 시설 현황
한라산, 오름, 해안일주도로, 중산간 지역, 제주올레 도보길, 해수욕장, 박물관, 갤러리, 중문 관광 단지 등",,불가,불가,불가,,N,N,N,064-740-6000,"제주 내 관광지와 명소, 박물관, 갤러리 등 주차장 ",,,0.0,106.0,"['자연', '한라산', '오름', '해안도로', '올레길', '해수욕장', '박물관', '자연속휴식', '힐링', '산책', '바다']"
인문(문화/예술/역사),역사 관광지,유적지/사적지,1960087.0,12.0,,,,126.5276032,33.5060575,제주시,,귤림서원,제주특별자치도 제주시 이도일동 1438,"귤림서원은 제사 기능을 가진 충암묘와 교육 기능을 가진 장수당이 복합되어 이루어진 서원이다. 1578년(선조 11년)에 제주판관 조인후가 기묘사화로 1520년(중종 15년) 6월, 제주도에 유배되어 사사된 김정의 넋을 위로하기 위하여 그의 적거지에 사묘를 세운 것에서 비롯되었다. 그 후 1660년(현종 1년) 제주목사 이괴가 장수당을 건립하였고, 1667년(현종 8년)에는 제주판관 최진남이 김정의 사묘를 장수당 남쪽인 현재의 오현단 안에 옮겨 짓고, 이를 사로 하고 장수당을 재로 하여 귤림서원이라 현액하였다.
1682년(숙종 8년) 신경윤이 제주목사로 있을 때 예조정량 안건지를 제주도에 파견하여 귤림서원으로 사액을 하고 김정, 송인수, 김상헌, 정온의 4현을 봉향하다가 1696년(숙종 22년)에 이익태 절제사 때 송시열이 추향됨으로써 5현을 배향하게 되었다. 1871년(고종 8년) 서원 철폐령에 의해 폐원되었는데, 1892년(고종 29년) 제주 사람 김의정이 중심이 되어 귤림서원 자리에 오현의 뜻을 후세에 기리고자 조두석을 세우고 제단을 쌓아 제사를 지내기도 하였다. 2000년 이후 귤림서원 복원 작업에 들어간 제주시는 2004년 10월 학생들이 공부하던 장수당과 협문 1채, 돌담 110ｍ 등을 완성한 데 이어, 2007년 8월 향현사 복원을 마무리 지었다. 조선 시대 유학과 유교 문화의 전당으로 제주 유생들의 지주 역할을 하였던 귤림서원이 복원됨으로써 제주 선현의 정신을 되살리는 계기를 마련할 수 있게 되었다.",,불가,불가,불가,,N,N,N,세계유산본부 064-710-6703,,,,0.0,1.0,"['역사', '귤']"
자연,자연 관광지,산,1965800.0,12.0,,,,126.7921591,33.45728102,제주시,,높은오름,제주특별자치도 제주시 구좌읍 중산간동로 ,"이 오름은 주변 일대에서 유일하게 고도가 400m 이상되는 오름으로 능선미가 선하고, 주위에 산재된 뭇 오름을 압도하는 느낌을 주어 높은 오름이라 불리고 있다. 정상에는 둘레가 약 500m나 되는 원형 굼부리가 3개의 봉우리를 이어가면서 위용을 자랑하고 있다. 등성이 여기저기에는 크고 작은 바위들이 있고 그 틈새에는 사스레피나무와 부처손이 자라나고 있으며, 등성이 일부에서는 물매화, 미나리아제비, 제비꽃, 피뿌리풀들도 서식되고 있음이 발견된다. 표고가 높기 때문에 정상에서는 사방을 시원스레 조망할 수 있으며, 특히 다랑쉬, 거미오름, 백약이로 이어지는 북~동~남쪽의 조망은 예술의 경지라고 해도 과언이 아닐 정도로 그 조망이 매우 뛰어나다.",,불가,불가,불가,,N,N,N,064-740-6000,,,,0.0,15.0,"['산', '오름', '자연', '등산', '자연속휴식', '힐링']"
자연,자연 관광지,산,1973369.0,12.0,,,,126.5199599,33.36082066,제주시,,웃세오름,제주특별자치도 제주시 애월읍 광령리 산183-1,"한라산 정상 밑에 서쪽으로 웃세오름 대피소 주변에 영실등산 코스를 따라서 3개의 오름이 서로 이어져 있는데, 이 오름들은 1100고지 부근의 세오름(삼형제오름)에 비해 위쪽에 있다고 하여 웃세오름(일명 윗세오름)이라고 부르고 있다.<br /><br />웃세오름은 한라산 서쪽 등줄기로서 남북의 분수령을 이루며 서귀포시와 제주시의 경계가 되고 있으며, 웃세오름은 각각 독자적인 호칭을 가지고 있는데, 위로 부터 남사면에 붉은 흙이 드러나 있는 것이 붉은오름, 가운데 길게 가로누운 것이 누운오름, 막내격인 작은 오름이 족은오름 또는 새끼오름이라고 부른다. 이들은 삼형제에 빗대어 맏이를 큰오름, 둘째를 샛오름, 막내를 족은오름이라고도 한다.<br /><br />웃세오름은 봄철 철쭉과 진달래꽃이 필때는 꽃바다를 이루어 등산객의 탄성을 자아내기도 한다. 웃세오름 일대는 산중고원(山中高原)일뿐만 아니라 고산식물의 보고로서 우리나라 멸종위기종이며 한라산에만 자라고 있는 시로미가 분포하고 있으나 최근 점차 감소추세를 보이고 있다. 이곳은 노루의 서식밀도가 높아 노루가 보통 사람을 피하는 동물인데도 불구하고 사람과 친숙해져 등산로를 따라 등반객이 지나가도 달아나지 않고 자주 나타나 노루 관찰에도 좋은 곳이다. 붉은오름과 누은오름사이 남쪽 등산로변에 노루샘이 있어 등반객이 많이 애용하고 있다.<br>",,불가,불가,불가,,N,N,N,"한라산 국립공원관리소 064-713-9950~1<br>
제주관광정보센터 064-740-6000",,,"[입산가능시간]<br>
05:00~14:00(5~8월)<br>
05:30~14:00(3~4, 9~10월)<br>
06:00~12:00(11~2월)",0.0,170.0,"['등산', '자연', '산', '한라산', '오름']"
인문(문화/예술/역사),체험 관광지,농산어촌 체험,1993734.0,12.0,http://tong.visitkorea.or.kr/cms/resource/08/2617808_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2617808_image3_1.jpg,Type3,126.7716355,33.35327551,서귀포시,,서귀포 가시리마을 (녹산로 유채꽃도로),제주특별자치도 서귀포시 표선면 가시로565번길 20 ,"서귀포 가시리마을은 해마다 4월이면 진입로부터 10km 구간에 펼쳐지는 유채꽃과 벚꽃이 어우러져 그림 같은 드라이브 코스를 자랑하는 곳이다. ‘한국의 아름다운 길 100선’에 선정되기도 한 가시리 녹산로는 조선시대 최고의 목마장이던 녹산장과 갑마장을 관통하는 길로 멀리 보이는 한라산과 유채꽃밭이 어우러져 아름다운 풍광을 만들어낸다. 또한 인근에 가시리 풍력발전단지가 위치하고 있어 더욱 다채로운 뷰를 선사한다. 인근에는 조랑말 체험 공원, 갑선이 오름 등 제주의 자연환경을 느낄 수 있는 명소가 위치하고 있다.",,불가,불가,불가,"오름 트래킹 / 승마 체험 / 야생차 체험 / 말똥쿠키 만들기 등<br />
※ 체험은 계절 및 현지사정에 따라 변동가능함으로 전화문의",N,N,N,064-787-1305,,,,0.0,20.0,"['자연', '한라산', '산책', '역사', '체험', '승마', '오름']"
인문(문화/예술/역사),체험 관광지,농산어촌 체험,2023328.0,12.0,,,,126.904073,33.51994534,제주시,,하도어촌체험마을,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,"하도마을은 아직 개발의 손이 닿지 않아 대중들에게는 많이 알려지지 않은 마을이지만 천연기념물 토끼섬 문주란 자생지, 세계적 희귀조류인 노랑부리저어새황새, 백로, 가마우지류 등 수십종의 철새가 날아드는 하도철새도래지, 왜구침입을 막기위해 조선시대 축조된 제주특별자치도 기념물 별방진과 해녀들의 삶과 애환,풍습들을 한 눈에 볼수 있도록 전시된 해녀박물관, 눈부시게 아름답고 깨끗한 푸른바다의 하얀백사장 하도해수욕장, 우도를 벗삼아 정면에 정면에 자리하고 있어 가장 제주적인 바다문화와 바다풍경을 체험하고 만끽할수 있는 전형적인 어촌마을이다. <br>",50명 내외,불가,불가,불가,"원담체험, 대나무줄낚시, 스노클링체험, 바릇잡이, 해녀물질체험 등<br/>
※ 자세한 사항은 홈페이지 참조",N,N,N,064-783-1996,있음,연중개방,"09:00~17:00<br/>
※ 전화문의 요망",0.0,0.0,"['자연', '역사', '박물관', '해수욕장', '바다', '해안도로', '수산물', '해산물', '우도']"
인문(문화/예술/역사),체험 관광지,농산어촌 체험,2023350.0,12.0,http://tong.visitkorea.or.kr/cms/resource/42/2023342_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/42/2023342_image2_1.JPG,Type3,126.745183,33.32039538,서귀포시,,제주 동백마을,제주특별자치도 서귀포시 남원읍 한신로531번길 22-1 ,"제주특별자치도 서귀포시 남원읍에 중산간 마을로 300년의 역사를 가진 설촌터이자, 도 지정기념물로 지정된 동백나무군락지를 중심으로 동백을 테마로 한 마을사업을 하고 있다. 마을 곳곳에 토종 동백나무와 수령이 300-400년 된 동백나무를 볼 수 있으며, 마을 공동사업으로 운영하는 동백방앗간에서 생산한 100% 동백기름을 판매하고 있으며, 동백이야기를 담은 동백 공예체험, 마을에서 직접 생산한 식용동백기름을 이용한 동백음식체험, 생동백기름을 이용한  천연비누체험도 가능하다. 마을 주민 대부분이 감귤류 농사에 종사하여, 10월 부터 이듬해 3월 까지는 각종 감귤류를 산지에서 구입가능하며, 동백꽃과 더불어 제주중산간 마을의 정취를 만끽할 수 있다.<br>동백마을은 주민 스스로가 동백 숲을 가꾸고 있다. 미래의 후손들에게 아름다운 숲을 물려주고자 노력하고 있다. 동백마을에서 주민들이 가꿔 더욱 아름다운 나무도 보고, 고사리파스타 만들기 체험도 경험해보자.",40명,불가,불가,가능,"* 동백공예체험, 동백비누체험, 동백음식체험, 동백숲탐방, 마을숙박",N,N,N,064-764-8756,있음,"주말, 공휴일",09:00~17:00,0.0,81.0,"['자연', '체험', '귤', '역사', '농촌체험', '자연속휴식', '힐링']"
인문(문화/예술/역사),역사 관광지,사찰,2027184.0,12.0,http://tong.visitkorea.or.kr/cms/resource/76/2027876_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2027876_image2_1.jpg,Type3,126.7536019,33.55397248,제주시,,금룡사(제주),제주특별자치도 제주시 구좌읍 김녕로 148-11 (구좌읍),"제주 금룡사의 템플스테이는 체험형과 휴식형 두가지이다. [체험형 템플스테이]는 주말에 운영되는 정기 체험형 프로그램으로 사찰예절, 사찰안내, 범종체험, 예불, 나 긍정 명상, 108배 자비명상, 파도소리 명상, 스님과의 대화, 칭찬샤워 등의 프로그램을 진행하고 있다. [휴식형 템플스테이]는 바쁜 일상에서 잠시 벗어나 나만의 시간, 나와의 대화를 통해 마음을 쉬어가기 위한 프로그램이다. 예불, 공양, 운력 외에 올레길 걷기, 지질트레일, 바닷가 해맞이, 독서, 기도 등 개인이 자율적으로 자아성찰의 시간을 가지면 된다.원할 경우 108배하며 108염주 꿰기 체험, 스님과의 차담, 명상을 할 수 있다.<br>",,불가,불가,불가,,N,N,N,064-783-5180,있음(약 50대),연중무휴,,0.0,5.0,"['체험', '자연속휴식', '힐링', '자연', '올레길', '바다', '산책', '맛집', '카페']"
인문(문화/예술/역사),역사 관광지,사찰,2027203.0,12.0,http://tong.visitkorea.or.kr/cms/resource/52/2401952_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2401952_image2_1.jpg,Type3,126.4243079,33.44881497,제주시,,백제사,제주특별자치도 제주시 애월읍 광령남6길 54 (애월읍),"백제사는 1,700여 년의 한국불교의 정통 법맥을 이어온 석가세존 제 57대손 태고보우국사를 종조로 모신 한국불교태고종 사찰이다. 불교의 생명 존중 사상과 자연 친화적인 한국의 사찰문화를 체험할 수 있도록 사부대중 누구에게나 열려 있는 도량이다. 백제사는 부처님의 가르침인 지혜와 자비를 바탕으로 불자 양성과 포교 및 청소년 교육을 위한 수행도량으로 설립되었다. 아름다운 제주의 청정한 자연과 수려한 경관을 느끼며 사찰에서의 고요한 휴식을 취할 수 있는 곳으로, 한국불교의 전통문화, 수행정신을 통해 참 존재를 찾아갈 수 있도록 템플스테이 등의 프로그램을 운영하고 있다.",,불가,불가,불가,"템플스테이(당일형, 체험형)",N,N,N,064-746-8009,있음(소형 10대 가능),연중무휴,"[템플스테이]<br>
당일형 10:00~14:00 / 체험형 14:00~익일 13:00",0.0,0.0,"['자연', '체험', '힐링', '자연속휴식', '역사']"
인문(문화/예술/역사),체험 관광지,농산어촌 체험,2045014.0,12.0,http://tong.visitkorea.or.kr/cms/resource/94/2044994_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2044994_image2_1.jpg,Type3,126.4030877,33.44137934,제주시,,제주 유수암마을,제주특별자치도 제주시 애월읍 유수암평화길 14 (애월읍),"유수암마을은 제주공항에서 남서쪽으로 15km 떨어진 지점에 위치하고 있으며 해발 200~250m 높이에 위치한 중산간 마을로서 형제봉(녹고뫼오름) 오름들과 맑게 솟아 흐르는 유수암물, 무환자나무 및 팽나무 군락지와 어우러져 천혜의 자연환경을 갖추고 있는 자연생태우수마을이다. 제주의 특산품인 감귤수확 체험, 귤잼 만들기는 제주도에서만 할 수 있는 체험이며 아이들에게 기억에 남는 추억을 만들어 줄 수 있다.",,불가,불가,불가,"감귤따기체험, 돌하르방캐릭터채색, 빙떡만들기체험 등<br />
※ 체험은 현지사정에 따라 변동될 수 있으므로 전화문의",N,N,N,"064-799-2201<br>
064-799-2229",,,,0.0,0.0,"['자연', '체험', '귤', '자연속휴식', '힐링', '농촌체험']"
인문(문화/예술/역사),체험 관광지,농산어촌 체험,2390111.0,12.0,http://tong.visitkorea.or.kr/cms/resource/15/3024315_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3024315_image3_1.jpg,Type3,126.3399268,33.30764036,서귀포시,,동광리농촌체험마을,제주특별자치도 서귀포시 안덕면 동광로 126 ,"동광리농촌체험마을은 안덕면 동광리에서 운영하는 녹색 농촌 체험 마을이다. 동광마을은 해발 200m~400m에 위치하며, 한라산 남서 사면의 완만한 용암 평원에 입지한 중산간 내륙의 산촌으로 크고 작은 오름과 숲으로 둘러싸여 있다. 제주 4.3 사건의 아픔을 겪었던 마을로, 잃어버린 마을과 표석비, 주민들의 피난처였던 큰넓궤, 한 묘, 돌다리 등 4.3 유적지가 남아있다.
체험마을은 폐교된 동광 분교를 리모델링했으며 관광객 및 제주도민들을 위한 농촌 체험 프로그램이 항상 준비되어 있다. 프로그램으로는 ‘눈썰매 타기 및 연날리기 체험, 한우 사육 및 조랑말 체험 활동, 고사리 꺾기와 야생화 관찰, 돌담 쌓기와 젖소 체험 활동, 오름 탐사 및 동식물 탐사 체험, 4·3유적지 탐사, 민속놀이 체험, 감자범벅 만들기와 맷돌 갈기, 대나무 활쏘기 및 대나무 물총 만들기, 핸드폰과 열쇠고리 만들기 등이 있다. 이 밖에 방문자 센터, 숙박 시설, 천연잔디구장을 비롯한 체육시설 등을 마련해 다양한 프로그램의 장으로 활용하고 있다.
또한 북오름 생태공원 산책로를 방문자 센터와 연결해 방문객들이 오름을 등반하며 아름다운 자연 생태를 직접 느끼도록 조성했다. 북오름과 거린오름, 곶자왈이 가까이 있고 마라도를 볼 수 있는 아름다운 풍광도 갖고 있다. 2016년에 농림축산식품부와 한국농어촌공사가 추천하는 농촌관광코스 10선에 선정되기도 했다.",,불가,불가,가능,"목공예체험 : 일상 나무 도구 만들기체험<br>
유럽미장클래스 : 200,000~450,000원(클래스 별 상이함)<br>
예약제로 운영되므로 전화확인(010-6655-1613)후 이용가능",N,N,N,064-794-8722 (안덕면 동광리 사무소),있음,카페 : 매주 수요일,- 카페 10:30~20:00 (라스트오더 19:30) / 체험 1시간~5시간(예약),0.0,269.0,"['농촌체험', '자연', '체험', '산', '오름', '산책', '역사', '축제']"
인문(문화/예술/역사),휴양 관광지,공원,2414812.0,12.0,,,,126.5337916,33.5052799,제주시,,신산공원,제주특별자치도 제주시 신산로 92-12 (일도이동),"신산공원은 제주시민들이 애용하는 도심 속 공원 중 한 곳이다. 신산공원 중심에는 올림픽 성화의 국내 도착을 기념하는 기념물이 세워져 있어 88서울올림픽을 상징하는 공원이기도 하다. 또한, 1995년 10월에 광복 50주년 기념으로 제주 문물을 담은 총 1,250점의 95제주타임캡슐을 매설한 뜻깊은 장소이다. 공원 내에는 제주 4.3 해원 방사탑과 6.25 참전 기념탑 등 역사적으로 의미 있는 다양한 조형물이 자리하고 있다.
신산공원은 넓은 잔디밭과 단풍나무를 비롯하여 예쁜 꽃밭과 나무들이 어우러진 도심 속에 있는 시민들의 휴식 공간이다. 특히, 봄에는 벚꽃들이 흩날려 아름답다. 신산공원에는 게이트볼장, 배드민턴장, 족구장 등의 시설이 있고 아이들을 위한 놀이터도 있어 가족이 함께 모여 즐거운 시간을 보내기 좋은 공간이다. 또한, 신산공원 근처에는 국수문화거리, 삼성혈, 민속자연사박물관 등의 관광명소가 있다.",,불가,불가,불가,,N,N,N,제주시 공원녹지과 064-728-3601~4,없음,,,0.0,538.0,"['역사', '자연', '산책', '박물관', '휴양림']"
인문(문화/예술/역사),휴양 관광지,테마공원,2418778.0,12.0,,,,126.78475,33.39909844,서귀포시,,다이나믹 메이즈 (제주 성읍점),제주특별자치도 서귀포시 표선면 번영로 2644 ,"다이나믹 메이즈는 여럿이서 협동하여 장애물을 뛰어넘고, 순발력과 집중력을 필요로 하는 미션을 수행하면서 미로를 탈출하는 실내 놀이 공간이다. 커다란 미로 공간 속에서 벽을 타고 올라가고, 촘촘한 밴드를 탈출하는 등 다양한 장애물을 넘어 탈출해야 한다. 2015년 7월, 인사동에 선보인 이후 수많은 국내외 고객들로부터 사랑을 받은 다이나믹 메이즈 는 2016년 3월 강원도 속초와,제주도 성읍에도 문을 열었다.<br>",2분 간격 한 팀씩 입장,불가,가능,불가,"EPISODE 3; 화산섬의 비밀 : 사라진 사원, 통곡의 감옥, 골렘의 협곡, 화산 폭발, 끝없는 여정, 운명의 급류 ※ 6세 미만은 입장이 불가 (모든 어린이는 보호자 동반 입장이 필수), 프로그램의 특성상 역동적인 동작이 많으므로 남녀 구분없이 바지 착용 권장※ ",N,N,N,064-787-8774,,연중무휴,09:00~18:00 (입장마감 17:00),0.0,1807.0,['체험']
자연,자연 관광지,산,2433925.0,12.0,,,,126.7169964,33.32685255,서귀포시,,물영아리오름,제주특별자치도 서귀포시 남원읍 태수로 552 ,"물영아리는 신령스러운 산이란 뜻이다. 또한  ‘수령산’, ‘수령악’으로 불리며, ‘물의 수호신’이 산다는 말이 전해져 내려오는 곳이다. 이름 앞에 ‘물’은 분화구에 고인 습지를 품고 있어 붙은 접두어이다. 분화구의 깊이는 40여 m로 2100~2800년 전에 퇴적되었으며, 퇴적층의 깊이가 최대 10m에 이르는 습지오름이다. 
물영아리오름 람사르 습지 탐방은 여러 갈래의 숲길로 무더운 여름 날씨에도 뜨거운 태양을 피해 시원한 바람을 맞으며 탐방할 수 있으며, 비가 오는 날씨에도 몽환적인 분위기를 자아내어 찾는 이들의 감탄을 자아낸다.
물영아리오름은 수망리 중잣성 생태 탐방로와 연계되어 있다.  잣성은 제주도의 전통적인 목축 문화 유물로 목초지에 쌓아 올린 경계용 돌담을 뜻한다. 물영아리오름 주변에 주민들이 산지 축산을 하고 있어 오름 주변은 목가적인 풍경을 이룬다. 오름 탐방은 소 떼가 유유히 노니는 목장 둘레를 따라 반 바퀴를 돌고 나서야 본격적으로 시작된다. 
2006년 세계적인 습지 보호 단체에서 지정한 람사르습지로 지정된 보호 구역이기도 하다. 다양한 동식물의 서식지로 야생동물과 멸종위기종이 서식하고 있어 자연생태에 대한 보존가치가 매우 높다.",,불가,불가,,,N,N,N,"제주관광정보센터 064-740-6000<br>
물영아리오름 064-728-6200",있음,연중무휴,상시,0.0,466.0,"['자연', '산', '오름', '자연속휴식', '힐링', '산책', '체험']"
인문(문화/예술/역사),산업 관광지,기타,2469463.0,12.0,,,,126.7231832,33.39317588,서귀포시,,정석 항공관,제주특별자치도 서귀포시 녹산로 554 정석항공관 ,"제주 서귀포시에 위치한 정석항공관은 대한항공의 역사를 한눈에 볼 수 있는 전시관과 항공기의 원리를 이해할 수 있는 체험 시설을 갖춘 항공박물관이다.
일반인들에게 항공 산업의 기본 정보를 알려주고 항공기의 형태를 체험하게 하여 산업에 대한 이해와 항공교통 발전에 기여함을 목적으로 설립되었다.
항공기 모형, 블랙박스, 항공기 부품 등이 전시되어 있으며 대한항공의 역사와 유니폼 변천사도 둘러볼 수 있다. 360도에서 영상기 9대가 레이저 빔을 쏘아 입체화면을 만드는 서클비전, 하늘에서 본 취항지를 관찰하는 탑다운시티코너 등의 볼거리가 있다. 또, 한진관광이 대한항공 플라이트 아카데미 프로그램을 운영 중이며, 이를 통해 본격적인 항공 체험이 가능하다.
입장은 무료이고 연간 34만여 명의 관람객이 찾고 있다.",,불가,불가,불가,"정석항공관 내부 자유관람<br />
대한항공 플라이트 아카데미(시설견학, 모형항공기 제작, 정석비행장 투어 겸 항공체험), 멀티비전영상관관람 등",N,N,N,064-784-5322,무료 공영주차장,매주 월요일 / 연말연시(태풍등 기상특보 발효시 휴관),화~일 09:00~17:00,0.0,95.0,"['박물관', '체험', '역사']"
인문(문화/예술/역사),산업 관광지,식음료,2469467.0,12.0,,,,126.6172288,33.5031898,제주시,,맥파이 브루어리,제주특별자치도 제주시 동회천1길 23 (회천동),"맥파이 브루어리는 맥주에 대한 깊이 있는 지식과 경험을 제공한다. 제주시 회천동에 위치한 양조장에서  맥주가 만들어지는 과정을 생생하게 관찰하고 맥파이라는 브랜드의 역사, 정체성, 가치 등을 배울 수 있다.  매주 수요일에서 일요일 사이에 투어를 운영하고 있으며 온라인 예약을 해야한다. 특히 여행지가 다양한 제주도에서 이곳 맥파이 브루어리는 여행자들에게 이색적인 체험을 제공한다.",,불가,불가,불가,·프로그램 : 양조장 견학 및 시음,N,N,N,064-721-0227,있음,"매주 월요일, 화요일 / 매달 첫째 주 수요일",수요일~금요일 12:00~20:00<br>토요일~일요일 12:00~21:00,0.0,336.0,"['체험', '맛집']"
인문(문화/예술/역사),산업 관광지,전자-반도체,2472824.0,12.0,http://tong.visitkorea.or.kr/cms/resource/73/2721573_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/73/2721573_image2_1.png,Type3,126.4857715,33.47216336,제주시,,넥슨컴퓨터박물관,제주특별자치도 제주시 1100로 3198-8 (노형동),"넥슨컴퓨터박물관은 인류의 삶을 가장 빠르게 변화시킨 현재 진행형 매체인 컴퓨터와 그 발전에 기여해 온 게임의 역사를 함께 조망함으로써 우리의 미래를 상상해 볼 수 있는 체험형 박물관이다. 유리 케이스 너머로 바라보는 전시에서 벗어나, 대부분의 소장품들을 관람객의 직접적인 체험이 가능하도록 전시되어 있으며, 쾌적한 관람 환경을 위해 예약 관람제로 운영하고 있다.",300명 수용 가능,불가,가능,불가,·프로그램 : 전시 관람 / 월·계절별 프로그램이 상이하므로 홈페이지 참고,N,N,N,064-745-1994,있음,매주 월요일 / 명절 당일,"화~일 10:00~18:00 (17:30 매표마감)<br>
※ 방문 전 홈페이지 내 예약 필수",0.0,4138.0,"['박물관', '체험']"
자연,자연 관광지,수목원,2479639.0,12.0,http://tong.visitkorea.or.kr/cms/resource/40/2479040_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2479040_image2_1.jpg,Type3,126.4089793,33.42262596,제주시,,제주불빛정원,제주특별자치도 제주시 애월읍 평화로 2346 ,제주불빛정원은 2017년 개장한 이래 제주관광공사에서 선정한 제주야간관광 10선에 선정되는 등 아름다운 제주도의 밤을 가족과 친구들과 보낼 수 있는 야간 축제 관광지로써 발전해 왔다. LED조명과 아름다운 조형물을 기획하고 설치하는 기술을 토대로 아름다운 추억과 감성을 느낄 수 있도록 끊임없이 연구하고 있다. 제주도의 야간관광을 활성화하여 제주도를 방문하는 관광객들에게 더욱 알찬 관광의 기회를 제공하고 지역사회에 기여하고 있다.,약 2000명,가능,가능,가능,,N,N,N,064-799-6996,있음,연중무휴,"17:00~24:00 (입장마감 23:00)<br>
※ 악천후 시 조기폐장 가능",0.0,1478.0,"['축제', '자연속휴식', '힐링', '자연']"
